1470650523934: 	acted on	innerText
1470650524109: 	sub-instrument	start	draw	true
1470650524134: 	activate	draw
1470650533701: 	draw	image-5	{"x":41,"y":64}
1470650533763: 	draw	image-5	{"x":28,"y":73}
1470650533771: 	draw	image-5	{"x":26,"y":75}
1470650533779: 	draw	image-5	{"x":25,"y":78}
1470650533787: 	draw	image-5	{"x":25,"y":80}
1470650533795: 	draw	image-5	{"x":24,"y":82}
1470650533804: 	draw	image-5	{"x":25,"y":85}
1470650533813: 	draw	image-5	{"x":25,"y":88}
1470650533820: 	draw	image-5	{"x":26,"y":90}
1470650533828: 	draw	image-5	{"x":27,"y":91}
1470650533837: 	draw	image-5	{"x":28,"y":93}
1470650533845: 	draw	image-5	{"x":30,"y":94}
1470650533854: 	draw	image-5	{"x":31,"y":95}
1470650533862: 	draw	image-5	{"x":33,"y":96}
1470650533870: 	draw	image-5	{"x":36,"y":96}
1470650533878: 	draw	image-5	{"x":38,"y":96}
1470650533887: 	draw	image-5	{"x":40,"y":96}
1470650533895: 	draw	image-5	{"x":43,"y":94}
1470650533903: 	draw	image-5	{"x":45,"y":92}
1470650533913: 	draw	image-5	{"x":47,"y":90}
1470650533921: 	draw	image-5	{"x":49,"y":87}
1470650533930: 	draw	image-5	{"x":51,"y":84}
1470650533938: 	draw	image-5	{"x":52,"y":81}
1470650533945: 	draw	image-5	{"x":52,"y":79}
1470650533954: 	draw	image-5	{"x":52,"y":76}
1470650533962: 	draw	image-5	{"x":52,"y":74}
1470650533971: 	draw	image-5	{"x":51,"y":73}
1470650533980: 	draw	image-5	{"x":50,"y":70}
1470650533988: 	draw	image-5	{"x":49,"y":69}
1470650533995: 	draw	image-5	{"x":48,"y":68}
1470650534004: 	draw	image-5	{"x":46,"y":66}
1470650534014: 	draw	image-5	{"x":44,"y":65}
1470650534020: 	draw	image-5	{"x":43,"y":65}
1470650534030: 	draw	image-5	{"x":41,"y":65}
1470650534038: 	draw	image-5	{"x":38,"y":65}
1470650534046: 	draw	image-5	{"x":36,"y":65}
1470650534054: 	draw	image-5	{"x":33,"y":66}
1470650534063: 	draw	image-5	{"x":31,"y":68}
1470650534071: 	draw	image-5	{"x":28,"y":70}
1470650534079: 	draw	image-5	{"x":26,"y":72}
1470650534088: 	draw	image-5	{"x":24,"y":75}
1470650534095: 	draw	image-5	{"x":23,"y":77}
1470650534105: 	draw	image-5	{"x":22,"y":79}
1470650534112: 	draw	image-5	{"x":22,"y":82}
1470650534123: 	draw	image-5	{"x":22,"y":84}
1470650534129: 	draw	image-5	{"x":23,"y":86}
1470650534137: 	draw	image-5	{"x":24,"y":87}
1470650534145: 	draw	image-5	{"x":25,"y":89}
1470650534154: 	draw	image-5	{"x":26,"y":90}
1470650534163: 	draw	image-5	{"x":27,"y":91}
1470650534170: 	draw	image-5	{"x":29,"y":91}
1470650534180: 	draw	image-5	{"x":32,"y":91}
1470650534188: 	draw	image-5	{"x":36,"y":90}
1470650534195: 	draw	image-5	{"x":39,"y":88}
1470650534204: 	draw	image-5	{"x":43,"y":86}
1470650534213: 	draw	image-5	{"x":46,"y":84}
1470650534220: 	draw	image-5	{"x":49,"y":81}
1470650534229: 	draw	image-5	{"x":50,"y":79}
1470650534237: 	draw	image-5	{"x":52,"y":78}
1470650534245: 	draw	image-5	{"x":53,"y":76}
1470650534253: 	draw	image-5	{"x":53,"y":75}
1470650534271: 	draw	image-5	{"x":53,"y":74}
1470650534279: 	draw	image-5	{"x":52,"y":74}
1470650534288: 	draw	image-5	{"x":52,"y":73}
1470650534295: 	draw	image-5	{"x":47,"y":71}
1470650534303: 	draw	image-5	{"x":42,"y":72}
1470650534313: 	draw	image-5	{"x":38,"y":73}
1470650534321: 	draw	image-5	{"x":36,"y":75}
1470650534328: 	draw	image-5	{"x":34,"y":76}
1470650534337: 	draw	image-5	{"x":33,"y":77}
1470650534346: 	draw	image-5	{"x":32,"y":79}
1470650534353: 	draw	image-5	{"x":31,"y":81}
1470650534362: 	draw	image-5	{"x":32,"y":84}
1470650534372: 	draw	image-5	{"x":35,"y":88}
1470650534573: 	draw	image-5	{"x":75,"y":93}
1470650534622: 	draw	image-5	{"x":59,"y":99}
1470650534629: 	draw	image-5	{"x":59,"y":100}
1470650534638: 	draw	image-5	{"x":57,"y":102}
1470650534645: 	draw	image-5	{"x":57,"y":103}
1470650534654: 	draw	image-5	{"x":57,"y":105}
1470650534664: 	draw	image-5	{"x":57,"y":106}
1470650534671: 	draw	image-5	{"x":57,"y":108}
1470650534678: 	draw	image-5	{"x":58,"y":110}
1470650534688: 	draw	image-5	{"x":60,"y":112}
1470650534698: 	draw	image-5	{"x":62,"y":113}
1470650534703: 	draw	image-5	{"x":66,"y":115}
1470650534713: 	draw	image-5	{"x":68,"y":115}
1470650534721: 	draw	image-5	{"x":70,"y":115}
1470650534728: 	draw	image-5	{"x":73,"y":115}
1470650534738: 	draw	image-5	{"x":75,"y":114}
1470650534746: 	draw	image-5	{"x":78,"y":112}
1470650534754: 	draw	image-5	{"x":81,"y":110}
1470650534763: 	draw	image-5	{"x":83,"y":108}
1470650534771: 	draw	image-5	{"x":85,"y":106}
1470650534779: 	draw	image-5	{"x":86,"y":103}
1470650534788: 	draw	image-5	{"x":87,"y":101}
1470650534796: 	draw	image-5	{"x":87,"y":98}
1470650534803: 	draw	image-5	{"x":87,"y":96}
1470650534813: 	draw	image-5	{"x":86,"y":95}
1470650534820: 	draw	image-5	{"x":84,"y":93}
1470650534829: 	draw	image-5	{"x":80,"y":91}
1470650534838: 	draw	image-5	{"x":76,"y":90}
1470650534846: 	draw	image-5	{"x":72,"y":91}
